,categories,text
620,1,"Report: Japanese Hostage Killed in Iraq (AP) AP - A Japanese civilian taken hostage in Iraq by militants has been killed, Kyodo News agency reported Saturday, citing a member of Japan's ruling party. But national broadcaster NHK said the government was still trying to confirm the information."
621,1,"100 beached whales, dolphins die on Australian island, official says (Canadian Press) Canadian Press - HOBART, Australia (AP) - About 100 whales and dolphins died after beaching on a southern Australian island Sunday and about 50 more were still at risk, a government official said."
622,1,China welcomes Russia #39;s ratification of Kyoto Protocol China says it welcomes Russia #39;s ratification of the Kyoto Protocol that aims to stem global warming by reducing greenhouse-gas emissions.
623,1,"Some 20,000 protest in Cologne against violence in the name of Islam (AFP) AFP - Some 20,000 people took to the streets in the western German city of Cologne, waving German and Turkish flags, to protest against the use of violence in the name of Islam."
624,1,"Lawmakers Weigh Foreign-Born As President (AP) AP - It's not about Arnold, lawmakers indicated. But the California governor was certainly one of the rising stars on many minds Tuesday as a Senate panel talked about amending the Constitution to let immigrants occupy the White House."
625,1,"Quezon train mishap kills 13 At least 13 people were killed and about 160 injured when a speeding train derailed on a bad section of track and tumbled down a ravine in Quezon province before dawn yesterday, officials said."
626,1,Iraqi Officials to Meet With Rebels to Discuss Political Role The Iraqi foreign minister said today that the interim Iraqi government planned to meet soon in Jordan with leaders of the insurgency to try to persuade them to take part in legitimate politics here.
627,1,"Thoughts of How and Why for Yanks For the Yankees, the A.L.C.S. was a colossal flop, the kind they had avoided through decades of charmed Octobers."
628,1,Runway accident hampers aid bid Relief efforts in Indonesia hit a setback when Banda Aceh airport is closed to flights after an accident.
629,1,"Bomb Blasts Kill 20 in India's Nagaland  GUWAHATI, India (Reuters) - A series of bomb blasts killed  at least 20 people in the northeastern Indian state of Nagaland  Saturday in the deadliest attack since a cease-fire with the  main Naga separatist group began seven years ago."
630,1,"Three Pakistani soldiers killed near Afghan border (AFP) AFP - At least three Pakistani soldiers have been killed and seven injured in two separate attacks in the rugged tribal region near Afghan border, officials said."
631,1,"Explanation sought on Chinese sub's intrusion  Japan TOKYO -- Japan lodged a formal protest with Beijing yesterday after determining that a nuclear submarine that entered its territorial waters without identifying itself belonged to China. Japan's navy had been on alert since Wednesday, when the submarine was first spotted off the nation's southern island of Okinawa. Tokyo sent reconnaissance aircraft and naval destroyers to shadow the submarine, ..."
632,1,"Philippines military slam ""Mafia"" tag amid corruption scandal (AFP) AFP - The Philippines military has angrily rejected a legislator's suggestions that its top brass was like a  quot;Mafia quot; crime family amid a widening probe into a corruption scandal in the armed forces."
633,1,"Insurgents Kill 4 National Guards in Baghdad, Aid Worker Kidnapped Insurgents fired mortars at an Iraqi National Guard headquarters north of Baghdad. The Defense Ministry says four people were killed and dozens of others were injured."
634,1,"Turkish press jubilant over green light for EU accession talks Adorned with Turkish and EU flags, Turkey #39;s newspapers hailed Thursday an official EU report recommending the country start talks to join the bloc, while largely ignoring the stringent conditions attached to the announcement."
635,1,"Suspected bird flu claims 23 Thai tigers: World News: Bangkok, Oct 19 : Suspected avian influenza virus claimed 23 tigers in a private zoo in Thailand, officials said here Tuesday."
636,1,"Russian Troops Fled from Siege School Claim Locals Russian soldiers fled as shooting broke out in the violence that ended the school siege and unprepared special forces were forced to borrow bullets from armed locals ,it was claimed today."
637,1,'Honour killings' law tightened Pakistan's National Assembly brings in the death penalty for extreme cases of so-called honour killings.
638,1,"Hurricane Frances Kills Two In Bahamas NASSAU, Bahamas, Sun. Sept. 5: At least two people are dead in the Bahamas and several others injured, victims of Hurricane Frances."
639,1,"Haiti faces major emergency as floods kill more than 700 PORT-AU-PRINCE : Disaster relief crews battled to get emergency aid to 170,000 people affected by floods that killed more than 700 in Haiti, a Caribbean nation that ranks among the world #39;s poorest."
640,1,"Move to bolster Lebanon president Lebanon #39;s cabinet has approved a bill to amend the constitution and allow the president, Emile Lahoud, to stay in power for another three years."
641,1,"Secure Iraqi borders endorsed; concern on US troops SHARM EL SHEIK, Egypt -- In the first regional conference on Iraq since the US-led invasion, 20 countries that had been sharply divided over the Iraq war agreed yesterday on several broad steps that would move the country toward a more secure future."
642,1,"Cambodian leader to beg king to stay on throne Cambodia #39;s national assembly president left for China on Saturday to beg King Norodom Sihanouk to change his mind about abdicating, but left open the option of a new monarch being appointed."
643,1,US demands immediate release of Aung San Suu Kyi WASHINGTON : The White House on Thursday demanded that Myanmar military authorities  quot;immediately and unconditionally quot; release opposition leader Aung San Suu Kyi and condemned her extended house arrest.
644,1,"AUSTRALIA TO FORGIVE IRAQI DEBT The deal is part of a new international agreement to forgive 80 per cent of Iraq #39;s international debt, amounting to a total of about \$150 billion."
645,1,Pakistan offers Afghan terror aid Pakistan's President Musharraf offers support to Afghanistan in tracking down al-Qaeda fighters in border regions.
646,1,"78-year-old on trial in Pitcairn A 78-year-old man has became the latest to face sex abuse allegations on the remote British Pacific colony of Pitcairn Island, founded more than 200 years ago by mutineers."
647,1,"Finnish Students Rank #1 in the World Which country has the smartest students in the world? According to a study conducted by the Organization for Economic Co-Operation and Development, pupils in Finland tested higher than those in any other country."
648,1,Powell Praises Najaf Peace Agreement (AP) AP - Secretary of State Colin Powell on Friday praised the peace deal that ended fighting in Iraq's holy city of Najaf and said the presence of U.S. forces in the area helped make it possible.
649,1,British-Iraqi Hostage Pleads for Her Life  BAGHDAD (Reuters) - A weeping British-Iraqi hostage pleaded  for her life in a video broadcast on Friday as British troops  prepared to move nearer Baghdad before an expected U.S.-led  offensive against rebels before January elections.
650,1,"Myanmar to continue roadmap to democracy YANGON: Myanmar has pledged to adhere to its roadmap to democracy and draft constitution timeframe, media reported on Saturday, despite the sacking and arrest of the nations former premier who was seen as the key architect of the plan."
651,1,Girlfriend #39;s Family Welcome Backpacker Murder Trial The family of Joanne Lees today welcomed the announcement that a mechanic is to stand trial in Australia for the murder of British backpacker Peter Falconio. 
652,1,Nephew: Suspicions about Arafat #39;s death Yasser Arafat #39;s nephew said Saturday the lack of a diagnosis of what led to his uncle #39;s death last month raised suspicions the Palestinian leader died of  quot;unnatural quot; causes.
653,1,Afghan President Condemns Violence Against Aid Workers Afghan President Hamid Karzai has expressed concern about violence against aid agencies in the country. The president #39;s office said Thursday non-governmental organizations have provided invaluable services 
654,1,"APEC Ministers Start Trade, Security Talks (AP) AP - Top government ministers from 21 Pacific Rim nations convened high-level talks on free trade and global security Wednesday as police battled university students protesting the summit and a weekend visit by President Bush."
655,1,"Final instalment of Dogville trilogy years away: Lars von Trier (AFP) AFP - Danish filmmaker Lars von Trier, who is currently filming the sequel to his 2003 movie Dogville starring Nicole Kidman, said the final instalment of his American trilogy was years away from hitting screens."
656,1,Jordanian Truck Driver Abducted in Iraq The Arabic-language television channel al-Jazeera has broadcast footage of a Jordanian truck driver apparently taken hostage in Iraq.
657,1,"Harper maintains message consistent in Quebec and rest of Canada (Canadian Press) Canadian Press - QUEBEC (CP) - Stephen Harper denied accusations of political opportunism in Quebec on Saturday, saying he wants voters in the province to chose the Conservatives for principles that apply across the country."
658,1,"HK pro-democrats dismayed HONG KONG - Pro-democracy opposition figures gained more clout in Hong Kong #39;s legislature with three new seats, but they fell short of expectations and resumed grumbling yesterday about a system they said was unfairly rigged."
659,1,"U.S. Agrees to Send Terror Detainee to Saudi Arabia The agreement clears the way for Yaser Esam Hamdi, who was born in the U.S. and raised in Saudi Arabia, to return there."
660,1,Britain offers sweeteners to win allies for Ankara Britain will this week offer a series of concessions to France and Germany to assuage their fears about Turkish membership of the European Union.
661,1,Archbishop #39;s bid to heal rift Traditionalists and gay Christians are cautious over a call for unity by the Archbishop of Canterbury amid the row about homosexual clergy.
662,1,"U.S. Weapons Inspector: Iraq Had No WMD WASHINGTON - Drafts of a report from the top U.S. inspector in Iraq conclude there were no weapons stockpiles, but say there are signs the fallen Iraqi President Saddam Hussein had dormant programs he hoped to revive at a later time, according to people familiar with the findings..."
663,1,Al-Zarqawi group kidnaps one Japanese The organization of  quot;Qaida al-Jihad in the Mesopotamia quot; which is led by Abu Musab al-Zarqawi said it had kidnapped one member of the Japanese forces in Iraq and threatened to execute him if Tokyo will not withdraw its forces from Iraq within 48 hours.
664,1,"Agassi, Venus Williams in Action Today NEW YORK - Andre Agassi and Venus Williams highlight today's schedule at the U.S. Open, with top-seeded Roger Federer and Justine Henin-Hardenne in action tonight..."
665,1,Los Alamos Scientist Says He Was One Fired (AP) AP - A senior scientist at Los Alamos National Laboratory says he is one of two employees being fired over an accident this summer in which an intern was injured by a laser.
666,1,"2 Americans, 1 Briton Kidnapped in Iraq BAGHDAD, Iraq - Gunmen kidnapped two Americans and a Briton Thursday from a house in an upscale Baghdad neighborhood where many foreign companies are based, the Interior Ministry and witnesses said.    The three were employed by Gulf Services Company, a Middle East-based construction firm, and were seized from a two-story house surrounded by a wall in the al-Mansour neighborhood, said Col..."
667,1,Indonesia prepares for landmark presidential election (AFP) AFP - Indonesians cast their ballots Monday in the country's first democratic presidential election in a vote which will cap months of polls and finally consign decades of dictatorship to history.
668,1,"Malaysia finds more bird flu cases KUALA LUMPUR, Malaysia - Malaysia found new cases of bird flu today in an infected area that had been under quarantine for three weeks, setting off a new round of culling poultry and screening people to contain the potentially deadly disease."
669,1,"House Blocks Court on Pledge Case Rulings WASHINGTON - The House passed legislation Thursday that would prevent the Supreme Court from ruling on whether the words ""under God"" should be stricken from the Pledge of Allegiance.    In a politically and emotionally charged debate, Democrats said majority Republicans in the chamber were debasing the Constitution in order to force a vote that could hurt Democrats in the election..."
670,1,"Swept under the carpet The Taba attack is no longer hot news, and the tourism minister says business won #39;t be affected. Egypt #39;s minister of tourism, Ahmed El-Maghrabi, is brimming with incautious optimism."
671,1,Zimbabwean Opposition to boycott election The Movement for Democratic Change (MDC) is calling on the Government to introduce electoral reform. The MDC says it will not take part in Zimbabwe #39;s 2005 general election because the poll will not be free and fair.
672,1,"Resentment high on Arafat's wife RAMALLAH, West Bank -- Suha Daoud Tawil Arafat, 41, has been the focus of resentment and controversy among Palestinians for most of the time that she has been married to the founder and chief symbol of the Palestinian national movement."
673,1,"British-Irish national kidnapped in Afghanistan: Straw (AFP) AFP - A person with dual British-Irish nationality was one of three UN election workers kidnapped in Afghanistan, Foreign Secretary Jack Straw said."
674,1,"Israel Continues Strikes in Gaza, Hamas Militant Killed in &lt;b&gt;...&lt;/b&gt; The Palestinian militant group Hamas has threatened revenge for the killing of a Hamas operative in Damascus. Hamas accuses Israel of the assassination."
675,1,"In China, police detain man accused of killing up to 9 boys BEIJING -- Police have detained a man accused of slashing as many as nine boys to death as they slept in their high school dormitory in central China, state media reported today."
676,1,"Liberals add  #36;33 million to child care, boost family subsidy by  #36;200 (Canadian Press) Canadian Press - VICTORIA (CP) - The first increases in B.C. child-care subsidies in a decade were announced Tuesday."
677,1,"Despite stigma, Indian film focuses on growing HIV epidemic BOMBAY -- In the fantasy world of Indian film, Shilpa Shetty is a reigning princess, a lissome 29-year-old with a talent for twirling across Alpine meadows, muscle-bound suitors in tow. Serious drama? Well, it's Bollywood, after all."
678,1,"Terror attack foiled in Moscow: security agency MOSCOW : Russian law enforcement agencies have foiled a terror attack in Moscow, the FSB security agency said Saturday, two weeks after a series of attacks killed more than 400 people within days in the country."
679,1,"Do They Know It's Simplistic? Band Aid's intentions are good, but Africa needs more than just a Christmas jingle"
680,1,"Afghan elections - hoping for the best On the verge of historic presidential elections in Afghanistan, everybody is braced for the worst. Yet, on the last day of campaigning Wednesday, the threats from the Taliban "
681,1,"Philippines Rushes Relief to Flooded Areas  GENERAL NAKAR, Philippines (Reuters) - Philippine soldiers  rushed food, drinking water and other supplies by foot and  helicopters on Sunday to provinces cut off by four storms in  two weeks that left more than 1,300 people dead or missing."
682,1,"Execution Deadline Passes for US, UK Hostages  BAGHDAD (Reuters) - An execution deadline for two Americans  and a Briton kidnapped in central Baghdad by militants  demanding the release of women prisoners by U.S. forces in Iraq  expired Monday with no word on their fate."
683,1,"AMD introduces low-cost Net access device in India (Reuters) Reuters - U.S. chip maker Advanced Micro Devices Inc. has introduced a low-cost Internet access device that could cost just a few hundred dollars, aimed at first-time technology users in the developing world."
684,1,"Malaysia #39;s Anwar Ibrahim Freed From Prison on Final Appeal Anwar Ibrahim, Malaysia #39;s former deputy prime minister, was freed by the country #39;s highest court, which overturned his conviction for sodomy following an appeal."
685,1,"UN Report: Effect of Sanctions On Terrorist Groups Unclear A United Nations (UN) report states that although the assets of the terrorist organization Al-Qaeda have been frozen, it is hard to tell what this means."
686,1,"Hurricane Ivan Pounds Eastern Caribbean Islands  PORT OF SPAIN, Trinidad (Reuters) - Hurricane Ivan tore  down trees, blew off roofs, knocked out power and forced  hundreds of people to evacuate coastal areas as it pounded the  tiny islands of the southeastern Caribbean on Tuesday."
687,1,"Dutch Mourn Murdered Filmmaker Amid Revenge Fears  AMSTERDAM (Reuters) - The Netherlands mourned the outspoken  filmmaker killed a week ago by a suspected Islamic extremist,  while Dutch Muslims rallied to urge reconciliation on Tuesday  after a wave of apparent revenge attacks on mosques."
688,1,"16 killed in suicide bombings in Israel BEERSHEBA, Israel -- Palestinian suicide bombers blew up two passenger buses in near-simultaneous explosions yesterday afternoon along the main thoroughfare of this southern Israeli city, killing 16 people and shattering a five-month lull in suicide attacks inside the Jewish state."
689,1,"Health of Arafat said to deteriorate JERUSALEM -- The health of Palestinian leader Yasser Arafat deteriorated yesterday, and Palestinian doctors were rushed to his Ramallah compound in the West Bank to treat what has so far been diagnosed as a stomach disorder, according to senior Palestinian officials."
690,1,"Japan Court: Bobby Fischer Can Be Deported TOKYO (Reuters) - A Tokyo court on Friday rejected a request by former world chess champion Bobby Fischer to have the Japanese authorities halt procedures to deport him, his lawyer said. "
691,1,"Powell admires capitalism in China By Ng Han Guan, AP. Secretary of State Colin Powell is usually all business on his foreign travels, taking no time out to sightsee or meet ordinary folk."
692,1,"U.S. Fighter Jet Crashes Near Australia (AP) AP - A U.S. fighter jet crashed near the Tindal Royal Australian Air Force base in northern Australia on Tuesday, the Australian Defense Force said."
693,1,"For Cheney and Edwards, Efforts to Improve on the Other Debate Loyalists of both parties might think the No. 2 candidates were more slashing debaters than John Kerry and President Bush."
694,1,"Ivory Coast Hate Broadcasts Have Ended, U.N. Says  UNITED NATIONS (Reuters) - The United Nations said on  Tuesday it had intervened to stop Ivory Coast radio and  television stations from broadcasting hate messages aimed at  French nationals and other foreigners."
695,1,Virus poses as Christmas e-mail A computer virus posing as an electronic Christmas card is spreading across the net in many languages.
696,1,New attack on Afghan leadership There has been more violence in Afghanistan where one of the country #39;s vice presidents has narrowly avoided assassination. Attacks are escalating as Afghanistan prepares 
697,1,Shangri-La No More: The Dragons Have Settled In Visitors to Tibet can see clearly that commercialism has invaded this ancient land.
698,1,"Police probe Jakarta suicide role At least one suicide bomber was responsible for carrying out Thursday #39;s attack near the Australian Embassy in central Jakarta that killed nine people and injured more than 180 others, police officials said Friday."
699,1,"Croatia Removes Nazi-Era Leaders' Plaques  ZAGREB (Reuters) - Under heavy police security, Croatia  removed two plaques commemorating Nazi-era officials on Friday  in the first such action since independence in 1991."
700,1,"Some NATO Members Balk at Joining Iraq Mission, U.S. Says (Reuters) Reuters - In an unprecedented departure from"
701,1,"Police defuse bomb after Blair #39;s visit Police have defused a bomb near the Sardinian holiday home of Silvio Berlusconi, the Italian prime minister, just hours after a visit by Tony Blair. "
702,1,"World Bank in Caribbean to Assess Damage from Ivan The president of the World Bank says his staff is in the Caribbean to assess the damage caused there by Hurricane Ivan, and to ensure that the international financial community provides swift and coordinated relief."
703,1,"EU's Barroso pulls commission STRASBOURG, France -- The president-elect of the European Commission withdrew his proposed EU executive team yesterday to avoid an unprecedented European Parliament defeat, plunging the 25-nation bloc into political turmoil."
704,1,Japanese Leader Reshuffles Cabinet (AP) AP - Prime Minister Junichiro Koizumi replaced key ministers and ruling party leaders in a shuffle Monday aimed at solidifying his power and building momentum for his troubled reforms program.
705,1,"Bush Spends Last Day At Pacific Rim Summit In Chile President Bush was holding one-on-one talks Sunday with leaders of Chile and Mexico. He leaves Santiago Monday to return to Central Texas, where he will spend the remainder of the week."
706,1,"A Misplaced Bet On Khin Nyunt The Association of Southeast Asian Nations (ASEAN) has gone out of its way to protect Burma in regional and international arenas, believing - wrongly, of course - that peer pressure might in some way help transform this dictatorial pariah-state into an "
707,1,EU agrees to lift sanctions on Libya The European Union has agreed to lift its long standing sanctions against trade with Libya. The move was taken today by foreign ministers of the 25 member union.
708,1,"Syrian President Shuffles His Cabinet (AP) AP - President Bashar Assad shuffled his Cabinet on Monday, just weeks after the United States and the United Nations challenged Syria over its military presence in Lebanon and the security situation along its border with Iraq."
709,1,US vetoes resolution calling for Israeli halt to Gaza operations The United States vetoed an Arab-backed UN Security Council resolution calling for a halt to Israeli military operations in Gaza. Last night #39;s vote in the 15-member Security Council was 
710,1,"Lawmakers Back Sharon on Plan for Leaving Gaza The vote, in an atmosphere of high drama and tension, with thousands of settlers demonstrating outside, was 67 to 45."
711,1,"Aide: Arafat Not In Coma, In ICU (CBS/AP) A senior aide to Yasser Arafat said early Sunday that the ailing Palestinian leader was not comatose but still in intensive care."
712,1,"So What Happened in That Election, Anyhow? No consensus exists among Democrats about why John Kerry was defeated, and the party is locked in a battle of interpretation over just what went wrong."
713,1,"Iraqi Cleric Calls Cease-Fire After Bloody Uprising  BAGHDAD, Iraq (Reuters) - Rebel Shi'ite cleric Moqtada  al-Sadr has ordered his militia to end attacks on U.S. and  Iraqi government forces and will soon unveil plans to pursue  his goals through politics rather than conflict, aides said  Monday."
714,1,5 EU states agree to set up gendarmerie force Defense ministers from five European states signed here Friday morning a Declaration of intent on set up a European gendarmerie force.
715,1,"Rory McCarthy and Ghaith Abdul-Ahad in Baghdad, Helen Carter and &lt;b&gt;...&lt;/b&gt; Iraq #39;s justice minister last night pledged to release one high-profile Iraqi woman prisoner and to consider the release of a second in a last-minute concession that may save the life of the British kidnap victim Kenneth Bigley."
716,1,"Afghan suicide blast toll rises told reporters on Sunday, though some officials said the last vote could be counted on Monday. waist, according to Lieutenant-Colonel Patrick Poulain, spokesman for the NATO-led peacekeeping mission."
717,1,Sadr Aide Freed as Iraq Seeks Pre-Election Calm  BAGHDAD (Reuters) - The U.S. military freed a top aide to  rebel Iraqi cleric Moqtada al-Sadr on Thursday in a gesture  that could help the interim government's efforts to calm  rebel-held strongholds before elections due in January.
718,1,"Despite guilty plea in Belfast slaying, public inquiry sought LONDON -- The Protestant paramilitary fighter accused in the slaying of Patrick Finucane, a crusading Catholic civil rights lawyer gunned down in his Belfast home 15 years ago, pleaded guilty to murder and other charges in the case yesterday."
719,1,Taiwan UMC's profit down 14 percent in third quarter (AFP) AFP - United Microelectronics Corp (UMC) earnings fell sharply in the third quarter and warned of a steep fall-off in wafer shipments and capacity utilization rates to come.
720,1,Connecticut civilian dies in Baghdad blast _ A Connecticut man working for a private security company was among several people killed Thursday when two bombs exploded in the tightly guarded area of Baghdad known as the Green Zone.
721,1,"Iraq war illegal, says Annan The UN's Kofi Annan tells the BBC the US-led invasion of Iraq was illegal and contravened the UN charter."
722,1,"Passers-by ignore car crash victims because of Thailand bird flu &lt;b&gt;...&lt;/b&gt; BANGKOK : Bird flu fears in Thailand prevented passers-by from helping four people injured in an accident between a drunk-driver and a pick-up truck full of chickens, rescue officials said on Sunday."
723,1,Cambodia approves Khmer Rouge trial PHNOM PENH - Cambodia #39;s legislature agreed Monday to prosecute former Khmer Rouge leaders for their role in the deaths of nearly two million people in the late 1970s.
724,1,"Kerry Warns Middle Class Against Bush (AP) AP - Massachusetts Sen. John Kerry accused President Bush on Sunday of planning a surprise second-term attempt to privatize Social Security, and forecast a ""disaster for America's middle class."" Republican party chairman Ed Gillespie called the charge ""just flat inaccurate."""
725,1,"Gunmen Attempt to Take Mosul Police Posts, Repelled  MOSUL, Iraq (Reuters) - Insurgents attempted to overrun two  police stations in the northern city of Mosul but were repelled  by Iraqi police and National Guards, the U.S. military said  Wednesday."
726,1,"Egypt Releases 700 Islamic Militants -Newspaper  CAIRO (Reuters) - Egypt has released from prison in recent  days 700 members of the al-Gama'a al-Islamiya, an Islamist  group that fought the government in the 1990s but which has  since renounced violence, a newspaper reported on Sunday."
727,1,Militants film  #39;spy #39; beheading AN Iraqi militant group has posted a video on its website showing the beheading of a man it accused of being a spy recruited by US forces in the northern city of Mosul.
728,1,Speculators driving up oil prices says Kuwait NEW DELHI: Kuwait #39;s foreign minister said yesterday that Middle East oil exporters are producing at maximum capacity to stabilise prices that are being driven up by speculators from outside the region.
729,1,"Car Bomb Kills at Least 47 in Iraq BAGHDAD, Iraq - A car bomb exploded near a police station in Baghdad early Tuesday as dozens of Iraqis were applying to join the force, killing at least 47 people and wounding 114, officials said. In Baqouba, gunmen opened fire on a van carrying policemen home from work, killing 11 officers and a civilian..."
730,1,"Rocket Wins \$10M Prize for Trip to Space MOJAVE, Calif. - A stout, star-spangled rocket plane broke through the Earth's atmosphere to the edge of space Monday for the second time in five days, capturing a \$10 million prize aimed at opening the final frontier to tourists..."
731,1,"Iran October Surprise  quot;We categorically deny any nuclear-related testing at Parchin. quot; Hossein Mousavian, Iranian delegate to IAEA.  quot;A prominent international expert said on Wednesday that new satellite images showed "
732,1,Bush win would mean victory over terror: Putin MOSCOW (AFP) - Russian President Vladimir Putin said that a win by George W. Bush in the US election would mean victory over terror.
733,1,"World Failed Bhopal Gas Victims, Says Amnesty London, Nov. 30 (NNN) : The world has failed to help survivors of the Bhopal gas leak in India 20 years ago or to punish the guilty, Amnesty International has said."
734,1,"EU expected to approve talks with Turkey BRUSSELS, Belgium - European Union leaders are expected to approve opening talks with Turkey on its wish to join the EU during a two-day summit opening Thursday, but they will likely impose stiff conditions on Ankara."
735,1,Shell Try to Block Nigeria Oil Strike Oil giant Royal Dutch/Shell Group opened a court action Monday to try to block a strike targeting oil exports in the world #39;s No.
736,1,Black Watch ordered to help US take Fallujah The Black Watch battalion was yesterday ordered by the Cabinet to help US forces throw a  quot;ring of steel quot; around Fallujah before an all-out assault on insurgents in the city.
737,1,"Powell Scraps Plan to Attend Olympics Ceremonies  WASHINGTON (Reuters) - Secretary of State Colin Powell  abruptly canceled plans to attend the Olympics closing  ceremonies in Athens Sunday in part because of events in Iraq  and Sudan, the State Department said."
738,1,"Israel says troops kill three Gaza militants Israeli forces have killed three Palestinian militants who tried to attack a Jewish settlement bloc in the Gaza Strip, Israeli security sources say."
739,1,"India gt; India-Kuwait sign extradition treaty New Delhi, Aug 25 Learning a quick lesson from the ongoing Indian hostage crisis in Iraq, India and Kuwait tonight pledged to jointly combat terrorism by signing an extradition treaty and an agreement on mutual legal assistance in criminal matters."
740,1,"A ball of fire, then bloodshed A ball of fire erupts from a train car, smothering commuters with smoke, and littering the platform with bodies and blood in a chilling security-camera "
741,1,"Kerry Appeals to Haitian Immigrants in French (Reuters) Reuters - Democratic presidential nominee\John Kerry, condemned by some Republicans as ""French looking,""\promised on Monday to help Haitian immigrants in Florida,\saying: ""Je vais aider les Haitiens."""
742,1,"Expert: GPS in Peterson Case Had Glitches REDWOOD CITY, Calif. - Satellite navigation devices used to track Scott Peterson's car after his wife's disappearance sometimes developed glitches, once indicating he was driving 30,000 mph, an expert in the technology acknowledged Monday at Peterson's murder trial..."
743,1,Emergency talks on Iraq hostages The French Prime Minister calls a crisis meeting to discuss the kidnapping of two French journalists in Iraq.
744,1,"More than 30 Ivorians killed: official PARIS - French troops killed more than 30 Ivory Coast nationals and wounded at least 100 others in the ongoing crisis in the west African country, Ivorian parliament speaker Mamadou Coulibaly said on French public radio France Inter on Sunday."
745,1,"Karzai Victorious in Afghan Elections With his inauguration to a five-year term a month away, the US-backed Karzai already is under pressure to ditch his coalition with powerful warlords and tackle a booming narcotics industry that has become a major economic force in one of the world #39;s "
746,1,"High dose vitamin E death warning People who take even moderately high doses of vitamin E could be putting their lives at risk, mounting evidence suggests."
747,1,"Hard bargaining over Israeli coalition posts Israeli political parties were yesterday bogged down in hard bargaining over the formation of a new coalition government to implement the plan of Ariel Sharon, prime minister, to "
748,1,"Rwanda Entered Congo Briefly -- Diplomatic Sources  NAIROBI (Reuters) - Rwanda troops pushed briefly into  Democratic Republic of Congo (DRC) to attack Hutu rebels early  this week but have since returned home, diplomatic sources in  Africa's Great Lakes region said on Friday."
749,1,"Typhoon bears down on Japan Powerful typhoon Chaba is slowly bearing down on Japan, threatening to unleash strong wind and heavy rain throughout southern and western parts of the country over the weekend."
750,1,"Hong Kong Legislative Election to Test Pro-Democracy Sentiment Hong Kong voters go to the polls Sunday to elect legislators with limited powers, in balloting that may test the strength of the city #39;s pro-democracy movement."
751,1,"IAI takes rap for Ofek-6 failure Israel Aircraft Industries, the senior partner involved in construction of the Ofek-6 spy satellite and the Shavit launcher, yesterday accepted full responsibility for the malfunction that caused the failure of Monday #39;s launch."
752,1,"LINK TO PIGS EDGES BIRDFLU CLOSER TO PANDEMIC The specter of a global influenza pandemic has loomed a little larger in recent weeks with revelations that Chinese researchers found the deadly H5N1 virus strain last year in pigs, a crucial link in the mutation of the disease to a form that can infect "
753,1,"Iran Defiance Threatens Euro Bid to End Nuclear Row Iran again vowed to continue enriching uranium, in a potential setback to a European plan to ease the nuclear standoff with Tehran by offering sales of nuclear fuel and a trade deal as incentives."
754,1,"U.S. Prepares for Possible Flu Outbreak WASHINGTON - Closing schools, restricting travel and rationing scarce medications may be the nation's first protections if a powerful new flu strain spurs a worldwide outbreak because it will take months to brew a vaccine, say government preparations for the next pandemic.    Specialists say it's only a matter of time before the next one strikes, and concern is rising that the recurring bird flu in Asia could be the trigger if it mutates in a way that lets it spread easily among people..."
755,1,"Yusuf Islam awarded peace prize The singer formerly known as Cat Stevens, branded by the US as a potential terrorist risk, was awarded a peace prize in Rome yesterday for his humanitarian work."
756,1,Man breaks biscuit-eating record A SINGAPOREAN man broke the world record for eating three cream crackers in the fastest time as part of a wacky competition involving attempts at breaking 10 Guinness World Records.
757,1,"Chechen president to be sworn in The new president of Chechnya, Alu Alkhanov, is due to be sworn in amid high security in the capital, Grozny."
758,1,Disguised cops did Veerappan in PTI Dharmapuri/Chennai Oct 19: One of the countrys longest and expensive manhunts ended midnight last night with the killing of dreaded forest brigand Koose Munisamy Veerappan and three of his close associates in a shootout in a trap laid by the 
759,1,"Malaria treatment target is found A transport system used by the malaria parasite to infect blood cells could be a target for new treatments, scientists hope."
760,1,Cricket: Kumble joy over record Anil Kumble is thrilled after becoming India's leading wicket-taker in Tests.
761,1,"NKorea warns of arms race following SKorean uranium experiment (AFP) AFP - North Korea has warned that South Korea's uranium enrichment experiment could fuel an arms race in northeast Asia, accusing the United States of practising  quot;double standards. quot;"
762,1,"Kerry Sees 'Disaster' for Middle Class WASHINGTON - Massachusetts Sen. John Kerry accused President Bush on Sunday of planning a surprise second-term attempt to privatize Social Security, and forecast a ""disaster for America's middle class."" Republican party chairman Ed Gillespie called the charge ""just flat inaccurate.""   The clash erupted as Kerry and his running mate both appealed to Florida voters to cast their ballots as early as Monday under the state's early voting program..."
763,1,"UK charges 8 in terror plot linked to US alert LONDON: Britain has charged eight terrorism suspects and said one had plans which could be used in terror attacks on US financial targets in New York, New Jersey and Washington. "
764,1,Poor weather hits Unilever sales Shares in Unilever fall after the Anglo-Dutch consumer goods giant issues a surprise profits warning.
765,1,FEAR FOR GUARDS AS SCOTS GO NORTH BLACK Watch soldiers were on their way to Iraq #39;s worst killing fields last night - and the Scots Guards could follow them. Britain #39;s top general hinted yesterday that UK troops could be based in high-risk areas around Baghdad until well into next year.
766,1,"General appointed new Burmese PM A senior figure in the Burmese military has been appointed to replace the prime minister, Khin Nyunt, Burmese state media has reported."
